,source_text,polyphone,location,narrow_context,context,index,reading,gloss
994897,莊子,局,32,敢不輯季徹局局然笑曰若,中否請嘗薦之吾謂魯君曰必服恭儉拔出公忠之屬而无阿私民孰敢不輯季徹局局然笑曰若夫子,-1,,
1002059,莊子,言,17,未嘗得聞此言也子華子可,也僖侯曰善哉教寡人者眾矣未嘗得聞此言也子華子可謂知輕重矣魯君聞顏闔得道之人,-1,,
999116,莊子,首,30,之華而亂之首也故曰為道,故曰失道而後德失德而後仁失仁而後義失義而後禮禮者道之華而亂之首也故曰為道者日損損之又損之以至於无為无為而无不為也今已,-1,,
1002278,莊子,後,18,矣今於回而後見之是丘之,脩於內者无位而不怍丘誦之久矣今於回而後見之是丘之得也中山公子牟謂瞻子曰身在江海之上心居魏闕之下奈何瞻子曰,-1,,
1000826,莊子,於,16,子何不譚我於王王果曰我,見夷節歸彭陽見王果曰夫子何不譚我於王王果曰我不若公閱休彭陽曰公閱休奚為者邪曰冬則擉鼈于,-1,,
999173,莊子,屈,17,其知之也狂屈聞之以黃帝,其忘之也予與若終不近也以其知之也狂屈聞之以黃帝為知言天地有大美而不言四時有明法而不議萬物有成理而不說聖人者,-1,,
1004706,莊子,說,27,徧為萬物說說而不休多而,所以不墜不陷風雨雷霆之故惠施不辭而應不慮而對徧為萬物說說而不休多而无已猶以為寡益之以怪以反人為,-1,,
1004516,莊子,所,17,免於魭斷其所謂道非道而,惡可而言常反人不聚觀而不免於魭斷其所謂道非道而所言之韙不免於非彭蒙田駢慎到不知道雖然概乎皆嘗有聞者也以本為精以物,0,s-qʰraʔ,place (n.); that which
996036,莊子,於,17,其下故伐樹於宋削迹於衛,王已陳芻狗取弟子遊居寢臥其下故伐樹於宋削迹於衛窮於商周是非其夢邪圍於陳蔡之間七日不火食死生相與鄰是非,-1,,
1004447,莊子,載,20,覆之而不能載之地能載之,聞其風而悅之齊萬物以為首曰天能覆之而不能載之地能載之而不能覆之大道能包之而不能辯之知,-1,,
993700,莊子,曼,25,介倪闉扼鷙曼詭銜竊轡故,踶馬知已此矣夫加之以衡扼齊之以月題而馬知介倪闉扼鷙曼詭銜竊轡故馬之知而能至盜者伯樂之罪也夫赫胥氏之時民居不知所為行不知所之含哺而,-1,,
992263,莊子,所,27,无過今子之所取大者先生,也聞之曰鑑明則塵垢不止止則不明也久與賢人處則无過今子之所取大者先生也而猶出言若是不亦過乎子產,0,s-qʰraʔ,place (n.); that which
993909,莊子,曾,16,下不僻矣彼曾史楊墨師曠,天下不惑矣人含其德則天下不僻矣彼曾史楊墨師曠工倕離朱者皆外立其德而以爚亂天下者也法之所无用,-1,,
993946,莊子,下,28,而无道則天下大亂矣何以,侯之境車軌結乎千里之外則是上好知之過也上誠好知而无道則天下大亂矣何以知其然邪夫弓弩畢弋機變之知多則鳥亂於上矣鉤餌網罟,-1,,
1004187,莊子,樂,23,事禮以導行樂以導和易以,魯之士搢紳先生多能明之詩以導志書以導事禮以導行樂以導和易以導陰陽春秋以導名分其數散於天下而設於中國者百家之學時或稱而道之天,-1,,
1000820,莊子,王,10,夷節言之於王王未之見夷,則陽遊於楚夷節言之於王王未之見夷節歸彭陽,-1,,
994500,莊子,復,23,无方挈汝適復之撓撓以遊,問而應之盡其所懷為天下配處乎无嚮行乎无方挈汝適復之撓撓以遊无端出入无旁與日无始頌論形軀合,-1,,
12317,詩經,女,21,且樂維士與女伊其相謔贈,曰觀乎士曰既且且往觀乎洧之外洵訏且樂維士與女伊其相謔贈之以勺藥溱與洧瀏其清矣士與女殷其盈矣女曰觀乎士曰既且且往觀乎洧之外洵訏且,-1,,
15842,詩經,所,23,交匪紓天子所予樂只君子,嘒載驂載駟君子所屆赤芾在股邪幅在下彼交匪紓天子所予樂只君子天子命之樂只君子福祿申之,0,s-qʰraʔ,place (n.); that which
12862,詩經,離,17,其宗族骨肉離散獨居而無,9杕杜杕杜刺時也君不能親其宗族骨肉離散獨居而無兄弟將為沃所并爾有杕之杜其葉湑湑獨行踽踽豈無他人不如我,-1,,
17199,詩經,爾,17,維民之章脩爾車馬弓矢戎,淪胥以亡夙興夜寐洒埽庭內維民之章脩爾車馬弓矢戎兵用戒戎作用逷蠻方質爾人民謹爾侯度用戒不虞慎爾出話,-1,,
18437,詩經,復,19,魯居常與許復周公之宇魯,不諾魯侯是若天錫公純嘏眉壽保魯居常與許復周公之宇魯侯燕喜令妻壽母宜大夫庶士邦國是有既多受祉黃髮兒齒徂來之松新甫之柏是,-1,,
13352,詩經,夏,17,為乎株林從夏南匪適株林,姬驅馳而往朝夕不休息焉胡為乎株林從夏南匪適株林從夏南駕我乘馬說于株野乘我乘駒朝食于株株林二章章,-1,,
17301,詩經,逢,17,宇我生不辰逢天僤怒自西,階至今為梗憂心慇慇念我土宇我生不辰逢天僤怒自西徂東靡所定處多我覯痻孔棘我圉,-1,,
16164,詩經,為,16,哀我征夫獨為匪民匪兕匪,營四方何草不玄何人不矜哀我征夫獨為匪民匪兕匪虎率彼曠野哀我征夫朝夕不暇有芃者狐率彼幽草有,-1,,
14627,詩經,方,16,秉國之均四方是維天子是,莫懲嗟尹氏大師維周之氐秉國之均四方是維天子是毗俾民不迷不弔昊天不宜空我師弗躬弗親庶民弗,-1,,
13493,詩經,三,31,我歸說蜉蝣三章章四句1,翼采采衣服心之憂矣於我歸息蜉蝣掘閱麻衣如雪心之憂矣於我歸說蜉蝣三章章四句151候人候人刺近小人也共公遠君子而好近小人焉彼,-1,,
18021,詩經,管,17,既備乃奏簫管備舉喤喤厥,崇牙樹羽應田縣鼓鞉磬柷圉既備乃奏簫管備舉喤喤厥聲肅雝和鳴先祖是聽我客戾止永觀厥成有瞽一章十三句281潛潛季冬薦魚,-1,,
13986,詩經,見,17,憂心忡忡既見君子我心則,喓喓草蟲趯趯阜螽未見君子憂心忡忡既見君子我心則降赫赫南仲薄伐西戎春日遲遲卉木萋萋倉庚喈喈采蘩祁祁執訊獲醜薄言還歸赫赫南仲玁狁于,-1,,
15293,詩經,或,18,或燕燕居息或盡瘁事國或,老鮮我方將旅力方剛經營四方或燕燕居息或盡瘁事國或息偃在床或不已于行或不知叫號或慘慘劬勞或棲遲偃仰,-1,,
18112,詩經,王,25,訪落訪落嗣王謀於廟也訪,乎皇王繼序思不忘閔予小子一章十一句287訪落訪落嗣王謀於廟也訪予落止率時昭考於乎,-1,,
11674,詩經,為,25,言君子行役為王前驅過時,曾不崇朝河廣二章章四句62伯兮伯兮刺時也言君子行役為王前驅過時而不反焉伯兮朅兮邦之桀兮伯也執,-1,,
18168,詩經,載,21,活或來瞻女載筐及筥其饟,也畟畟良耜俶載南畝播厥百穀實函斯活或來瞻女載筐及筥其饟伊黍其笠伊糾其鎛斯趙以薅荼蓼荼蓼朽止黍稷茂止穫,-1,,
13724,詩經,示,16,將人之好我示我周行呦呦,鼓瑟吹笙吹笙鼓簧承筐是將人之好我示我周行呦呦鹿鳴食野之蒿我有嘉賓德音孔昭視民不恌君子,-1,,
16484,詩經,長,27,大聲以色不長夏以革不識,陽在渭之將萬邦之方下民之王帝謂文王予懷明德不大聲以色不長夏以革不識不知順帝之則帝謂文王詢爾仇方同爾兄,-1,,
17179,詩經,抑,18,亦以自警也抑抑威儀維德,八句256抑抑衛武公刺厲王亦以自警也抑抑威儀維德之隅人亦有言靡哲不愚庶人之愚亦職維疾哲人之愚亦維斯戾無競維人四方其訓之,-1,,
14131,詩經,朝,27,鐘鼓既設一朝右之彤弓弨,既設一朝饗之彤弓弨兮受言載之我有嘉賓中心喜之鐘鼓既設一朝右之彤弓弨兮,-1,,
16525,詩經,辟,25,論鼓鍾於樂辟廱於論鼓鍾,鳥翯翯王在靈沼於牣魚躍虡業維樅賁鼓維鏞於論鼓鍾於樂辟廱於論鼓鍾於樂辟,-1,,
13067,詩經,三,16,獫歇驕駟驖三章章四句1,北園四馬既閑輶車鸞鑣載獫歇驕駟驖三章章四句128小戎小戎美襄公也備其兵甲以討西戎西戎方彊,-1,,
10585,詩經,居,22,夫人起家而居有之德如鳲,鵲巢夫人之德也國君積行累功以致爵位夫人起家而居有之德如鳲鳩乃可以配焉維鵲有巢維鳩,-1,,
10783,詩經,過,21,之子歸不我過不我過其嘯,之子歸不我與不我與其後也處江有沱之子歸不我過不我過其嘯也歌江有汜三章章五句23野有死麇野有死,-1,,
10860,詩經,隱,16,耿不寐如有隱憂微我無酒,在側汎彼柏舟亦汎其流耿耿不寐如有隱憂微我無酒以敖以遊我心匪鑒不可以茹亦有兄,-1,,
17284,詩經,刺,17,柔桑柔芮伯刺厲王也菀彼,章八句九章章十句257桑柔桑柔芮伯刺厲王也菀彼桑柔其下侯旬捋采其劉瘼此下民不殄心憂倉兄填兮倬彼昊天寧,-1,,
12595,詩經,度,21,美無度美無度殊異乎公路,不得禮也彼汾沮洳言采其莫彼其之子美無度美無度殊異乎公路彼汾一方言采其桑彼其之子美如英美如英殊異乎公行彼汾一曲,-1,,
14497,詩經,旋,31,不可與處言旋言歸復我諸,與明言旋言歸復我諸兄黃鳥黃鳥無集于栩無啄我黍此邦之人不可與處言旋言歸復,-1,,
13648,詩經,衣,19,西悲制彼裳衣勿士行枚蜎,我來自東零雨其濛我東曰歸我心西悲制彼裳衣勿士行枚蜎蜎者蠋烝在桑野敦彼獨宿亦在車下,-1,,
18155,詩經,為,17,積萬億及秭為酒為醴烝畀,苗緜緜其麃載穫濟濟有實其積萬億及秭為酒為醴烝畀祖妣以洽百禮有飶其香邦家之光有椒其馨胡考之寧匪且有且匪今斯今振古如茲,-1,,
14068,詩經,壽,16,樂只君子萬壽無期南山有,山有萊樂只君子邦家之基樂只君子萬壽無期南山有桑北山有楊樂只君子邦家之光樂只君子萬壽無疆南山有杞北山有李樂只君,-1,,
11299,詩經,所,18,言不可詳也所可詳也言之,之醜也牆有茨不可襄也中冓之言不可詳也所可詳也言之長也牆有茨不可束也中冓之言不可讀也所可讀也言之辱也牆有茨三章章六句47君子偕老,0,s-qʰraʔ,place (n.); that which
16686,詩經,方,32,牛羊勿踐履方苞方體維葉,草木故能內睦九族外尊事黃耇養老乞言以成其福祿焉敦彼行葦牛羊勿踐履方苞方,-1,,
17692,詩經,程,21,王謂尹氏命程伯休父左右,整我六師以脩我戎既敬既戒惠此南國王謂尹氏命程伯休父左右陳行戒我師旅率彼淮浦省此徐土不留不處,-1,,
17044,詩經,喪,32,則莫我敢葵喪亂蔑資曾莫,熇熇不可救藥天之方懠無為夸毗威儀卒迷善人載尸民之方殿屎則莫我敢葵喪亂蔑資曾莫惠我師天之牖民如壎如篪,-1,,
16712,詩經,挾,23,敦弓既句既挾四鍭四鍭如,或咢敦弓既堅四鍭既鈞舍矢既均序賓以賢敦弓既句既挾四鍭四鍭如樹序賓以不侮曾孫維主酒醴維醹酌以大斗以祈黃耇黃耇台背以引以,-1,,
14868,詩經,予,23,遷于王都曰予未有室家鼠,不可使得罪于天子亦云可使怨及朋友謂爾遷于王都曰予未有室家鼠思泣血無言,-1,,
15808,詩經,樂,23,在在鎬飲酒樂豈魚在在藻,首王在在鎬豈樂飲酒魚在在藻有莘其尾王在在鎬飲酒樂豈魚在在藻依于其蒲,-1,,
16654,詩經,或,32,何或舂或揄或簸或蹂釋之,穈維芑恒之秬秠是穫是畝恒之穈芑是任是負以歸肈祀誕我祀如何或舂或揄或簸或蹂釋之,-1,,
16247,詩經,下,24,王也明明在下赫赫在上天,八句236大明大明文王有明德故天復命武王也明明在下赫赫在上天難忱斯不易維王天位殷適使不挾四方摯仲氏任自彼,-1,,
18436,詩經,許,20,保魯居常與許復周公之宇,莫敢不諾魯侯是若天錫公純嘏眉壽保魯居常與許復周公之宇魯侯燕喜令妻壽母,-1,,
11858,詩經,無,31,此百凶尚寐無聰兔爰三章,百憂尚寐無覺有兔爰爰雉離于罿我生之初尚無庸我生之後逢此百凶尚寐無聰兔爰三章章七句71葛藟葛藟王族刺平王也周室,-1,,
18133,詩經,將,22,敬止日就月將學有緝熙于,高在上陟降厥士日監在茲維予小子不聰敬止日就月將學有緝熙于光明佛時仔肩示我顯德行敬之一章十二句28,-1,,
16146,詩經,食,16,在罶人可以食鮮可以飽苕,此不如無生牂羊墳首三星在罶人可以食鮮可以飽苕之華三章章四句234何草不黃何草不黃下國刺幽王也四夷交侵中國背叛用兵不息視民如,-1,,
18412,詩經,髮,25,爾壽而富黃髮台背壽胥與,增戎狄是膺荊舒是懲則莫我敢承俾爾昌而熾俾爾壽而富黃髮台背壽胥與試俾爾昌而大俾爾耆而,-1,,
13255,詩經,三,26,其鷺翿宛丘三章章四句1,無冬無夏值其鷺羽坎其擊缶宛丘之道無冬無夏值其鷺翿宛丘三章章四句137東門之枌東門之枌疾亂也幽公,-1,,
16312,詩經,朝,27,古公亶父來朝走馬率西水,瓜瓞民之初生自土沮漆古公亶父陶復陶穴未有家室古公亶父來朝走馬率西水滸至于岐下爰及姜女聿來胥宇周原膴膴堇荼如飴爰始爰,-1,,
14460,詩經,食,31,也皎皎白駒食我場苗縶之,于恤有母之尸饔祈父三章章四句186白駒白駒大夫刺宣王也皎皎白駒食我場,-1,,
10488,詩經,爾,16,羽薨薨兮宜爾子孫繩繩兮,詵兮宜爾子孫振振兮螽斯羽薨薨兮宜爾子孫繩繩兮螽斯羽揖揖兮宜爾子孫蟄蟄兮螽斯三章章四句6桃夭桃夭后妃之所致也不妬忌則男女以正,-1,,
13753,詩經,將,17,事靡盬不遑將父翩翩者鵻,翩者鵻載飛載下集于苞栩王事靡盬不遑將父翩翩者鵻載飛載止集于苞杞王事靡盬不遑將母駕彼四駱載驟駸駸豈不懷歸是用作歌,-1,,
11138,詩經,父,16,也嫁於諸侯父母終思歸寧,句39泉水泉水衛女思歸也嫁於諸侯父母終思歸寧而不得故作是詩以自見也毖彼泉水亦流于淇有懷于衛靡日不思孌彼諸姬聊與,-1,,
11289,詩經,上,25,茨衛人刺其上也公子頑通,天只不諒人只柏舟二章章七句46牆有茨牆有茨衛人刺其上也公子頑通乎君母國人疾之而不可道也牆有茨不可埽也中冓之言不可道也,-1,,
17453,詩經,趣,32,正疚哉冢宰趣馬師氏膳夫,昊天上帝則不我虞敬恭明神宜無悔怒旱既太甚散無友紀鞫哉庶正疚哉冢宰趣馬師氏膳夫左右靡,-1,,
16155,詩經,中,16,也四夷交侵中國背叛用兵,不黃何草不黃下國刺幽王也四夷交侵中國背叛用兵不息視民如禽獸君子憂之故作是詩也何草不黃何日不,-1,,
11773,詩經,無,24,也君子行役無期度大夫思,離三章章十句66君子于役君子于役刺平王也君子行役無期度大夫思其危難以風焉君子于役不知其期曷至哉,-1,,
18008,詩經,句,32,振鷺一章八句279豐年,彼西雝我客戾止亦有斯容在彼無惡在此無斁庶幾夙夜以永終譽振鷺一章八句279豐年豐年秋冬報也豐年多黍多稌亦有高廩,-1,,
18596,詩經,殷,18,305殷武殷武祀高宗也,四章章七句一章九句一章六句305殷武殷武祀高宗也撻彼殷武奮伐荊楚冞入,-1,,
17244,詩經,告,23,基其維哲人告之話言順德,虹小子荏染柔木言緡之絲溫溫恭人維德之基其維哲人告之話言順德之行其維愚人覆謂我,-1,,
11528,詩經,言,26,之寬獨寐寤言永矢弗諼考,也不能繼先公之業使賢者退而窮處考槃在澗碩人之寬獨寐寤言永矢弗諼考槃在阿碩人之薖獨寐寤歌永矢,-1,,
13128,詩經,三,25,黃鳥黃鳥哀三良也國人刺,繡裳佩玉將將壽考不亡終南二章章六句131黃鳥黃鳥哀三良也國人刺穆公以人從死而作是詩也交交黃鳥止于棘誰從穆公,-1,,
14635,詩經,降,27,仕昊天不傭降此鞠訩昊天,問弗仕勿罔君子式夷式已無小人殆瑣瑣姻亞則無膴仕昊天不傭降此鞠訩昊天不惠降此,-1,,
12080,詩經,袪,27,兮摻執子之袪兮無我惡兮,大路思君子也莊公失道君子去之國人思望焉遵大路兮摻執子之袪兮無我惡兮不寁故也遵大道兮摻執子之手兮無我,-1,,
11616,詩經,為,19,三其德三歲為婦靡室勞矣,裳女也不爽士貣其行士也罔極二三其德三歲為婦靡室勞矣夙興夜寐靡有朝,-1,,
12716,詩經,食,26,碩鼠碩鼠無食我麥三歲貫,女莫我肯顧逝將去女適彼樂土樂土樂土爰得我所碩鼠碩鼠無食我麥三歲貫女莫我肯德逝將去女適彼樂國樂國樂國,-1,,
11112,詩經,車,22,狐裘蒙戎匪車不東叔兮伯,也何其處也必有與也何其久也必有以也狐裘蒙戎匪車不東叔兮伯兮靡所與同瑣兮尾,-1,,
15851,詩經,平,26,子萬福攸同平平左右亦是,之維柞之枝其葉蓬蓬樂只君子殿天子之邦樂只君子萬福攸同平平左右亦是率從汎汎楊舟紼纚維之樂只君子天,-1,,
13458,詩經,風,32,思周道焉匪風發兮匪車偈,萇楚三章章四句149匪風匪風思周道也國小政亂憂及禍難而思周道焉匪風發兮匪車偈兮顧瞻周道中心怛兮匪風飄,-1,,
17637,詩經,平,28,撥亂命召公平淮夷江漢滔,六章章十二句262江漢江漢尹吉甫美宣王也能興衰撥亂命召公平淮夷江漢滔滔武夫,-1,,
18474,詩經,衎,23,鼓奏鼓簡簡衎我烈祖湯孫,二篇於周之大師以那為首猗與那與置我鞉鼓奏鼓簡簡衎我烈祖湯孫奏假綏我思成鞉鼓淵淵嘒嘒管聲既和且平依我磬聲於赫湯孫穆穆厥聲庸,-1,,
12763,詩經,無,22,思其居好樂無荒良士瞿瞿,歲聿其莫今我不樂日月其除無已大康職思其居好樂無荒良士瞿瞿蟋蟀在堂歲聿其逝今我不樂日月其邁無已大康職思,-1,,
17817,詩經,無,31,苴我相此邦無不潰止維昔,知其玷兢兢業業孔填不寧我位孔貶如彼歲旱草不潰茂如彼棲苴我相此邦無,-1,,
16309,詩經,父,17,沮漆古公亶父陶復陶穴未,王也緜緜瓜瓞民之初生自土沮漆古公亶父陶復陶穴未有家室古公亶父來朝走馬率西水滸至于岐下爰及姜女,-1,,
13180,詩經,刺,20,用兵也秦人刺其君好攻戰,晨風三章章六句133無衣無衣刺用兵也秦人刺其君好攻戰亟用兵而不與民同欲焉豈曰無衣與子同袍王于興師脩我戈矛與子同仇豈曰無衣與,-1,,
11652,詩經,無,25,惠公也驕而無禮大夫刺之,出遊以寫我憂竹竿四章章四句60芄蘭芄蘭刺惠公也驕而無禮大夫刺之芄蘭之支童子佩,-1,,
16060,詩經,教,27,何飲之食之教之誨之命彼,載之故作是詩也緜蠻黃鳥止于丘阿道之云遠我勞如何飲之食之教之誨之命彼後車謂之載之緜蠻黃鳥止于丘隅豈敢憚,-1,,
15592,詩經,或,22,矣裳裳者華或黃或白我覯,覯之子維其有章矣維其有章矣是以有慶矣裳裳者華或黃或白我覯之子乘其四駱乘其四駱六轡沃若左之左之君子宜之右之右之君,-1,,
14859,詩經,言,22,是瘁哿矣能言巧言如流俾,則荅譖言則退哀哉不能言匪舌是出維躬是瘁哿矣能言巧言如流俾躬處休維曰于仕孔棘且殆云不可使得罪于天子亦云可使怨及朋友,-1,,
17329,詩經,降,22,亂滅我立王降此蟊賊稼穡,稼穡力民代食稼穡維寶代食維好天降喪亂滅我立王降此蟊賊稼穡卒痒哀恫中國具贅卒荒靡有旅力以,-1,,
13845,詩經,下,25,6天保天保下報上也君能,蹲舞我迨我暇矣飲此湑矣伐木六章章六句166天保天保下報上也君能下下以成其政,-1,,
17787,詩經,卬,23,式救爾後瞻卬七章三章章,我先不自我後藐藐昊天無不克鞏無忝皇祖式救爾後瞻卬七章三章章十句四章章八句265召旻召旻凡伯刺幽王大壞也旻閔也閔天下無如召,-1,,
12828,詩經,見,25,昭公也君子見沃之盛彊能,三章二章章六句一章四句117椒聊椒聊刺晉昭公也君子見沃之盛彊能脩其政知其蕃衍盛,-1,,
11391,詩經,定,27,4騋牝三千定之方中三章,零命彼倌人星言夙駕說于桑田匪直也人秉心塞淵O4騋牝三千定之方中三章章七句51蝃蝀蝃蝀止奔也衛文,-1,,
11216,詩經,句,17,風三章章六句42靜女靜,手同車其虛其邪既亟只且北風三章章六句42靜女靜女刺時也衛君無道夫人無德靜女其姝俟我於城隅愛而不,-1,,
10407,詩經,參,22,女琴瑟友之參差荇菜左右,悠哉輾轉反側參差荇菜左右采之窈窕淑女琴瑟友之參差荇菜左右芼之窈窕淑女鍾鼓樂之關雎五章章四句故言三章一章章,-1,,
11727,詩經,好,32,報也永以為好也投我以木,以木瓜報之以瓊琚匪報也永以為好也投我以木桃報之以瓊瑤匪報也永以為好也投我以木李,-1,,
17719,詩經,方,20,王猶允塞徐方既來徐方既,川之流緜緜翼翼不測不克濯征徐國王猶允塞徐方既來徐方既同天子之功四方既平徐方來庭徐方不回,-1,,
17307,詩經,定,24,西徂東靡所定處多我覯痻,為梗憂心慇慇念我土宇我生不辰逢天僤怒自西徂東靡所定處多我覯痻孔棘我圉為謀為毖亂況斯削告爾憂恤誨爾序爵誰,-1,,
10841,詩經,治,31,既正朝廷既治天下純被文,彼襛矣三章章四句25騶虞騶虞鵲巢之應也鵲巢之化行人倫既正朝廷既治天下純被文王之化則庶類蕃殖蒐田以時仁如騶虞則,-1,,
16826,詩經,降,26,陟則在巘復降在原何以舟,啟行篤公劉于胥斯原既庶既繁既順迺宣而無永歎陟則在巘復降在原何以舟之維玉及瑤鞞琫容刀篤公劉逝彼百泉瞻彼溥原迺陟南岡迺覯于京京師之,-1,,
12984,詩經,夏,17,此誰與獨旦夏之日冬之夜,息角枕粲兮錦衾爛兮予美亡此誰與獨旦夏之日冬之夜百歲之後歸于其居冬之夜夏之日百歲之後歸于,-1,,
13386,詩經,三,27,轉伏枕澤陂三章章六句陳,悁彼澤之陂有蒲菡萏有美一人碩大且儼寤寐無為輾轉伏枕澤陂三章章六句陳國十篇二十六章百二十四句,-1,,
168235,說文解字,反,30,與比叙也从反人匕亦所以,之屬皆从人文十八變也从到人凡匕之屬皆从匕文四重一相與比叙也从反人匕亦所以用比取飯一名柶凡􁁻之屬皆从匕文九重一,-1,,
167309,說文解字,足,18,象腹交文三足凡鬲之屬皆,一文四鼎屬實五觳斗二升曰觳象腹交文三足凡鬲之屬皆从鬲文十三重五㽁也古文亦鬲字象孰飪五味气上出,-1,,
169691,說文解字,於,26,孔氏古文謬於史籀俗儒啚,字斷法苛人受錢苛之字止句也若此者甚衆皆不合孔氏古文謬於史籀俗儒啚夫翫其所習蔽所希聞不見通學未甞覩字例之條怪奮埶而善野,-1,,
169865,說文解字,靡,25,以加於國者靡不悉集易曰,騎都尉賈逵修理舊文殊藝異術王敎一耑苟有可以加於國者靡不悉集易曰窮,-1,,
169322,說文解字,从,28,凡厽之屬皆从厽五行也从,也从二􁂅凡􁘻之屬皆从􁘻文四重二絫坺土爲牆壁象形凡厽之屬皆从厽五行也从二陰陽在天地閒交午也凡五之屬皆从五,-1,,
167595,說文解字,重,21,文一百四十重二十腸文五,二十五重一胾肉象形凡肉之屬皆从肉文一百四十重二十腸文五肉之力也从力从,-1,,
168275,說文解字,屬,21,爲象形凡之屬皆从文三重,邦之居在崐崘東南一曰四方高中央下爲象形凡之屬皆从文三重一衆立也从三人凡乑之屬皆从乑讀若欽崟文四重一文一百,-1,,
170018,說文解字,觀,27,意增益不可觀矣諸儒傳釋,承傳寫多求便俗漸失本原爾雅所載艸木魚鳥之名肆意增益不可觀矣諸儒傳釋亦非精究小學之徒莫能矯正唐大曆中李陽冰篆迹殊絕,-1,,
167995,說文解字,从,31,凡禾之屬皆从禾文三留止,重一榮也从艸从􁋉凡華之屬皆从華文二木之曲頭止不能上也凡禾之屬皆从禾文三,-1,,
167491,說文解字,从,29,引气自卑也从自卑凡鼻之,者詞言之气从鼻出與口相助也凡白之屬皆从白文七重二引气自卑也从自卑凡鼻之屬皆从鼻文五二百也凡皕之屬皆从皕讀若袐文二重一數飛也从羽从,-1,,
169013,說文解字,上,26,之屬皆从戈上諱文二十六,凡氐之屬皆从氐文四平頭也从弋一橫之象形凡戈之屬皆从戈上諱文二十六重一斧也从戈聲司馬法曰夏執玄戉殷執白戚周左,-1,,
169386,說文解字,从,22,凡壬之屬皆从壬文一冬時,之叙也與巫同意壬承辛象人脛脛任體也凡壬之屬皆从壬文一冬時水土平可揆度也象,-1,,
168909,說文解字,呼,21,乙取其鳴自呼象形凡乙之,二百三字文三十新附玄鳥也齊魯謂之乙取其鳴自呼象形凡乙之屬皆从乙文三重一鳥飛上翔不下來,-1,,
168467,說文解字,重,31,从鬼文十七重四文三鬼頭,文二重一人所歸爲鬼从人象鬼頭鬼陰气賊害从厶凡鬼之屬皆从鬼文十七重四文三鬼頭也象形凡甶之屬皆从,-1,,
169255,說文解字,重,28,一百九十七重十三文七平,於土从土左右注象金在土中形今聲凡金之屬皆从金文一百九十七重十三文七平也象二干對構上平也凡幵之屬皆从幵文,-1,,
168227,說文解字,从,29,文十八變也从到人凡匕之,附天地之性最貴者也此籀文象臂脛之形凡人之屬皆从人文十八變也从到人凡匕之屬皆从匕文四重,-1,,
169193,說文解字,龜,23,龜之屬皆从龜文三重一鼃,肩無雄龜鼈之類以它爲雄象足甲尾之形凡龜之屬皆从龜文三重一鼃黽也从它象形,-1,,
168762,說文解字,許,12,漢太尉祭酒許愼記二十一,說文解字弟十一漢太尉祭酒許愼記二十一部六百八十五文重六十二凡九千七百六十九字文三十一新附準也北,-1,,
167139,說文解字,从,32,重二哀聲也从吅獄省聲凡,凡凵之屬皆从凵文一驚嘑也从二口凡吅之屬皆从吅讀若讙文六重二哀聲也从吅獄省聲凡哭之屬皆从哭文二趨也从夭止夭止者屈,-1,,
167369,說文解字,重,31,皆从畫文二重三及也从又,一聲凡聿之屬皆从聿文四界也象田四界聿所以畫之凡畫之屬皆从畫文二重三及也从又从㞑省又持㞑者,-1,,
168426,說文解字,从,29,凡辟之屬皆从辟文三裹也,屬皆从卯闕文二法也从卩从辛節制其辠也从口用法者也凡辟之屬皆从辟文三裹也象人曲形有所包裹凡勹之屬皆从勹文十五重三象人褢妊巳在中,-1,,
169175,說文解字,上,16,冤曲垂尾形上古艸居患它,重二文三虫也从虫而長象冤曲垂尾形上古艸居患它故相問無它乎凡它之屬皆从它文一重一舊也外骨内肉者也从它龜頭與,-1,,
167954,說文解字,从,22,凡木之屬皆从木動也从木,十冒也冒地而生東方之行从屮下象其根凡木之屬皆从木動也从木官溥說从日在木中凡東之屬皆从東文二平土有叢木曰林从,-1,,
706404,說苑,引,22,夏哀已盡能引而致之故曰,曰閔子哀未盡能㫁之以禮故曰君子也子夏哀已盡能引而致之故曰君子也夫三年之䘮固優者之所屈劣者之所勉齊宣王謂田過曰吾聞儒者喪親三年喪,-1,,
695467,說苑,下,21,髙也夫治天下者非一士之,以成幃幕太山之髙非一石也累卑然後髙也夫治天下者非一士之言也固有受而不用惡有距而不入者哉,-1,,
697828,說苑,衰,29,曰咎犯與趙衰孰賢對曰陽,功復用於天下夫何為死之哉由汝不知也晉平公問於師曠曰咎犯與趙衰孰賢對曰陽處,-1,,
689063,說苑,華,29,何哭之乆也華舟曰吾豈無,仗楯伏炭二子乗而入顧而哭之華舟後息杞梁曰汝無勇乎何哭之乆也華舟曰吾豈無勇哉是其勇與我同也而先吾死是以,-1,,
697172,說苑,登,29,謂者何也夫登髙臨危而目,見子之竒辯也一鄰之鬪也千乗之勝也林既曰不知君之所謂者何也夫登髙臨危而目不眴而足不陵者此工匠之,-1,,
686394,說苑,見,25,福之先者也見祥而為不善,而拱史請卜之湯廟太戊從之卜者曰吾聞之祥者福之先者也見祥而為不善則福不生殃者禍之先者,-1,,
686634,說苑,左,21,潰之文侯謂左右曰為人臣,而無見違師經援琴而撞文侯不中中旒潰之文侯謂左右曰為人臣而撞其君其罪如何左右,-1,,
